Aviso,AnioMes,Equipo,DenominacionEquipo,Area,Linea,Criticidad,Causa,DuracionParada_h,CategoriaPerdida,LigadoAOrden
902216,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,7.3,Defectos y reproceso,1
902217,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,1.3,Averías,1
902218,2026-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,8.2,Averías,1
902219,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,7.5,Setup y ajustes,1
902220,2026-09,EQ-0471,Transportador L3,Envasado,Línea 3,C,Ajuste incorrecto,2.3,Pérdida de velocidad,1
902221,2026-09,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Obstrucción,4.1,Averías,1
902222,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Obstrucción,5.9,Paradas menores,1
902223,2026-09,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,3.2,Defectos y reproceso,1
902224,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Contaminación,7.8,Setup y ajustes,1
902225,2026-09,EQ-0470,Paletizador,Envasado,Línea 3,B,Falta de lubricación,1.4,Averías,1
902226,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.5,Averías,1
902227,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,4.7,Averías,1
902228,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,4.7,Setup y ajustes,1
902229,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,4.6,Setup y ajustes,1
902230,2026-09,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,10.7,Averías,1
902231,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,1.2,Setup y ajustes,1
902232,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.0,Averías,1
902233,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,8.2,Paradas menores,1
902234,2026-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,3.3,Averías,1
902235,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Contaminación,2.8,Averías,1
902236,2026-09,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,3.2,Defectos y reproceso,1
902237,2026-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,4.7,Pérdida de velocidad,1
902238,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,0.8,Setup y ajustes,1
902239,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,9.2,Arranque,1
902240,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,6.9,Arranque,1
902241,2026-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,4.0,Averías,1
902242,2026-09,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,4.1,Averías,1
902243,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,6.9,Averías,1
902244,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,10.1,Averías,1
902245,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,7.5,Paradas menores,1
902246,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,7.0,Averías,1
902247,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,6.8,Paradas menores,1
902248,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,6.9,Averías,1
902249,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,5.8,Setup y ajustes,1
902250,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,4.9,Setup y ajustes,1
902251,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,5.1,Averías,1
902252,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Ajuste incorrecto,1.4,Averías,1
902253,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,3.3,Setup y ajustes,1
902254,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,9.8,Pérdida de velocidad,1
902255,2026-09,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,6.9,Defectos y reproceso,1
902256,2026-09,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,2.0,Defectos y reproceso,1
902257,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,1.6,Averías,1
902258,2026-09,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,8.2,Averías,1
902259,2026-09,EQ-0201,Caldera 1,Servicios,N/A,A,Falla eléctrica,2.1,Paradas menores,1
902260,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,3.5,Defectos y reproceso,1
902261,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,1.9,Averías,1
902262,2026-09,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falla eléctrica,3.3,Paradas menores,1
902263,2026-09,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,10.3,Paradas menores,1
902264,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,2.3,Averías,1
902265,2026-09,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Contaminación,7.3,Averías,1
902266,2026-09,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,5.1,Setup y ajustes,1
902267,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falla eléctrica,6.3,Setup y ajustes,1
902268,2026-09,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,3.8,Paradas menores,1
902269,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,3.8,Averías,1
902270,2026-09,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Obstrucción,5.5,Paradas menores,1
902271,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,5.5,Averías,1
902272,2026-09,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,7.7,Setup y ajustes,1
902273,2026-09,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,10.6,Arranque,1
902274,2026-09,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,9.9,Paradas menores,1
902275,2026-09,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,8.7,Averías,1
902276,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,8.8,Paradas menores,1
902277,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,3.1,Setup y ajustes,1
902278,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Contaminación,2.1,Arranque,1
902279,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,7.6,Paradas menores,1
902280,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Fatiga de material,8.1,Averías,1
902281,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,6.1,Paradas menores,1
902282,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,7.8,Averías,1
902283,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,4.3,Pérdida de velocidad,1
902284,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,0.7,Pérdida de velocidad,1
902285,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Contaminación,3.9,Paradas menores,1
902286,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,2.7,Averías,1
902287,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,6.3,Setup y ajustes,1
902288,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,2.4,Averías,1
902289,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,3.8,Averías,1
902290,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,6.9,Pérdida de velocidad,1
902291,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Contaminación,10.2,Defectos y reproceso,1
902292,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,7.8,Averías,1
902293,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,3.3,Arranque,1
902294,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,1.1,Averías,1
902295,2026-10,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,1.1,Averías,1
902296,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,4.7,Averías,1
902297,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,3.5,Paradas menores,1
902298,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,4.1,Averías,1
902299,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falla eléctrica,6.1,Setup y ajustes,1
902300,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,1.0,Averías,1
902301,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Falta de lubricación,7.4,Averías,1
902302,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,1.1,Paradas menores,1
902303,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,6.4,Averías,1
902304,2026-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,2.7,Averías,1
902305,2026-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Fatiga de material,2.9,Paradas menores,1
902306,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,3.0,Paradas menores,1
902307,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,8.2,Defectos y reproceso,1
902308,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,4.3,Pérdida de velocidad,1
902309,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,6.6,Averías,1
902310,2026-10,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,4.8,Averías,1
902311,2026-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,1.5,Averías,1
902312,2026-10,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,9.1,Averías,1
902313,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,8.0,Setup y ajustes,1
902314,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,4.8,Paradas menores,1
902315,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,4.6,Setup y ajustes,1
902316,2026-10,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,8.2,Averías,1
902317,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,0.9,Paradas menores,1
902318,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,6.4,Averías,1
902319,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,3.7,Averías,1
902320,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,8.8,Averías,1
902321,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Contaminación,4.2,Averías,1
902322,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,7.1,Averías,1
902323,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,11.0,Averías,1
902324,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,3.5,Pérdida de velocidad,1
902325,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,1.6,Setup y ajustes,1
902326,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Falla eléctrica,1.7,Averías,1
902327,2026-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,1.2,Paradas menores,1
902328,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,3.6,Averías,1
902329,2026-10,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Contaminación,1.4,Defectos y reproceso,1
902330,2026-10,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,3.4,Setup y ajustes,1
902331,2026-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,2.2,Averías,1
902332,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Falta de lubricación,4.9,Averías,1
902333,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,3.7,Averías,1
902334,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,6.7,Defectos y reproceso,1
902335,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Falta de lubricación,5.7,Averías,1
902336,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,10.0,Averías,1
902337,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,8.7,Pérdida de velocidad,1
902338,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,4.6,Averías,1
902339,2026-10,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,1.1,Defectos y reproceso,1
902340,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,5.9,Setup y ajustes,1
902341,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,5.4,Arranque,1
902342,2026-10,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,4.8,Averías,1
902343,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,2.8,Averías,1
902344,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,6.9,Defectos y reproceso,1
902345,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,4.5,Paradas menores,1
902346,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,11.0,Setup y ajustes,1
902347,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,7.0,Paradas menores,1
902348,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Fatiga de material,2.0,Paradas menores,1
902349,2026-10,EQ-0202,Caldera 2,Servicios,N/A,B,Desgaste,3.2,Averías,1
902350,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,4.2,Pérdida de velocidad,1
902351,2026-10,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Obstrucción,0.8,Averías,0
902352,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falla eléctrica,1.5,Pérdida de velocidad,0
902353,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,0.9,Paradas menores,1
902354,2026-10,EQ-0201,Caldera 1,Servicios,N/A,A,Ajuste incorrecto,6.1,Paradas menores,1
902355,2026-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Fatiga de material,4.0,Averías,1
902356,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falta de lubricación,1.9,Defectos y reproceso,1
902357,2026-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,0.5,Setup y ajustes,1
902358,2026-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,5.5,Averías,1
902359,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,6.6,Pérdida de velocidad,1
902360,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Ajuste incorrecto,3.7,Averías,1
902361,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,9.2,Averías,1
902362,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,5.8,Averías,1
902363,2026-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,2.5,Paradas menores,1
902364,2026-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,8.8,Averías,1
902365,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,2.3,Paradas menores,1
902366,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.4,Averías,1
902367,2026-10,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,6.2,Paradas menores,1
902368,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,6.9,Paradas menores,1
902369,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,4.2,Setup y ajustes,1
902370,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,9.6,Averías,1
902371,2026-10,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,3.1,Defectos y reproceso,1
902372,2026-10,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,4.0,Averías,0
902373,2026-10,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,4.4,Setup y ajustes,1
902374,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Falta de lubricación,2.9,Defectos y reproceso,1
902375,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Ajuste incorrecto,7.9,Pérdida de velocidad,1
902376,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,6.2,Averías,1
902377,2026-10,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,8.1,Averías,1
902378,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,1.5,Averías,1
902379,2026-10,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,10.5,Averías,1
902380,2026-10,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,1.2,Paradas menores,1
902381,2026-10,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,5.4,Averías,1
902382,2026-10,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Ajuste incorrecto,2.1,Averías,1
902383,2026-10,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,1.7,Setup y ajustes,1
902384,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.9,Setup y ajustes,1
902385,2026-11,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,3.1,Setup y ajustes,1
902386,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.5,Setup y ajustes,1
902387,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,8.5,Averías,1
902388,2026-11,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,3.9,Arranque,1
902389,2026-11,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,6.4,Arranque,1
902390,2026-11,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,5.6,Setup y ajustes,1
902391,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,5.5,Setup y ajustes,1
902392,2026-11,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falta de lubricación,0.8,Averías,1
902393,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,0.9,Defectos y reproceso,1
902394,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,3.3,Defectos y reproceso,1
902395,2026-11,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,8.3,Paradas menores,1
902396,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,4.5,Setup y ajustes,1
902397,2026-11,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,4.3,Pérdida de velocidad,1
902398,2026-11,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Contaminación,3.3,Averías,1
902399,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,1.2,Pérdida de velocidad,1
902400,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,1.9,Setup y ajustes,1
902401,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,8.2,Paradas menores,1
902402,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Obstrucción,7.6,Arranque,1
902403,2026-11,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,8.4,Averías,1
902404,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,6.5,Setup y ajustes,1
902405,2026-11,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,3.8,Arranque,1
902406,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,9.8,Averías,1
902407,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,2.3,Paradas menores,1
902408,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,3.2,Averías,1
902409,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,1.4,Averías,1
902410,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,2.4,Pérdida de velocidad,1
902411,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,9.3,Paradas menores,1
902412,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,3.7,Pérdida de velocidad,1
902413,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,8.0,Paradas menores,1
902414,2026-11,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,10.9,Averías,1
902415,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,11.1,Setup y ajustes,1
902416,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,9.5,Averías,1
902417,2026-11,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,4.9,Averías,1
902418,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,1.9,Averías,1
902419,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,6.0,Averías,1
902420,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,6.8,Arranque,1
902421,2026-11,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Falta de lubricación,8.2,Averías,1
902422,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.1,Averías,1
902423,2026-11,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Contaminación,4.1,Averías,1
902424,2026-11,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Fatiga de material,4.8,Pérdida de velocidad,1
902425,2026-11,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falta de lubricación,1.7,Pérdida de velocidad,1
902426,2026-11,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,3.5,Averías,1
902427,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,2.5,Averías,1
902428,2026-11,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,3.9,Paradas menores,1
902429,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,10.6,Averías,1
902430,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,3.1,Averías,1
902431,2026-11,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,1.2,Averías,1
902432,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,9.1,Averías,1
902433,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Contaminación,2.4,Averías,1
902434,2026-11,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,7.3,Paradas menores,1
902435,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,5.2,Averías,1
902436,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,7.1,Averías,1
902437,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,4.7,Averías,1
902438,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,3.2,Paradas menores,1
902439,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,7.9,Paradas menores,1
902440,2026-11,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,4.8,Averías,1
902441,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,1.4,Paradas menores,1
902442,2026-11,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,2.5,Averías,1
902443,2026-11,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,1.6,Defectos y reproceso,1
902444,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.4,Averías,1
902445,2026-11,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,4.6,Defectos y reproceso,1
902446,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,7.0,Averías,1
902447,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,4.3,Paradas menores,1
902448,2026-11,EQ-0211,Chiller 1,Servicios,N/A,A,Ajuste incorrecto,8.5,Averías,1
902449,2026-11,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,7.3,Arranque,1
902450,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,9.7,Averías,1
902451,2026-11,EQ-0210,Compresor 3,Servicios,N/A,B,Falla eléctrica,5.1,Pérdida de velocidad,1
902452,2026-11,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,8.8,Paradas menores,1
902453,2026-11,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,7.7,Setup y ajustes,1
902454,2026-11,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,6.9,Pérdida de velocidad,1
902455,2026-11,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,1.9,Pérdida de velocidad,1
902456,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,4.5,Averías,1
902457,2026-11,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Fatiga de material,3.1,Averías,1
902458,2026-11,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,1.2,Averías,1
902459,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,8.7,Arranque,1
902460,2026-11,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,2.0,Setup y ajustes,1
902461,2026-11,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,6.6,Averías,1
902462,2026-11,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,5.6,Paradas menores,1
902463,2026-11,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,1.2,Paradas menores,1
902464,2026-11,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,1.9,Paradas menores,1
