Orden,AnioMes,Area,Linea,Equipo,DenominacionEquipo,Criticidad,TipoMantenimiento,ClaseOrden,EstadoCierre,Trabajo,TrabajoReal,CostoPlan,CostoReal,DiasCierre,RetrasoDias,FlagsCalidad,GrupoPlanificador,Prioridad,MotivoDetencion
402793,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,30.5,60.2,2643.7,3730.0,7,0,0,Mecánico,Media,
402794,2026-11,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Abierta,9.3,2.5,429.9,150.1,,2,0,Servicios,Media,
402795,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,30.7,55.5,1452.0,1690.6,7,0,0,Servicios,Alta,
402796,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,19.8,19.1,732.5,766.9,9,11,0,Eléctrico,Baja,
402797,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,12.2,13.3,395.2,428.2,4,0,0,Mecánico,Alta,
402798,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,11.6,12.6,444.0,523.8,4,0,0,Mecánico,Media,
402799,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,7.5,8.3,173.6,180.1,7,0,0,Mecánico,Media,
402800,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,4.6,4.3,283.3,255.9,1,0,0,Mecánico,Baja,
402801,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,25.8,25.9,627.8,604.2,7,0,0,Eléctrico,Media,
402802,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,4.6,4.7,265.3,289.8,2,2,0,Eléctrico,Alta,
402803,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,13.2,12.9,538.0,512.6,6,0,0,Mecánico,Baja,
402804,2026-11,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,15.9,17.7,430.7,455.8,0,0,0,Mecánico,Baja,
402805,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,16.1,17.9,688.0,832.0,11,0,0,Mecánico,Baja,
402806,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,4.4,4.8,189.3,212.3,3,0,0,Eléctrico,Media,
402807,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Emergencia,PM05,Cerrada,18.3,24.4,1057.7,875.6,6,0,0,Servicios,Media,
402808,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,18.8,19.9,1118.3,1215.9,7,0,0,Eléctrico,Baja,
402809,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,20.7,22.1,770.7,882.2,0,0,4,Eléctrico,Alta,
402810,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,22.3,24.1,849.7,939.6,1,0,0,Instrumentación,Alta,
402811,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,14.4,14.7,614.1,613.4,8,0,2,Mecánico,Media,
402812,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,24.1,36.7,1451.4,1393.4,0,0,0,Servicios,Media,
402813,2026-11,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,11.8,13.7,317.3,234.1,2,0,0,Mecánico,Baja,
402814,2026-11,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,10.7,10.7,331.9,353.1,0,0,0,Eléctrico,Media,
402815,2026-11,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,15.0,14.6,451.3,429.8,3,0,0,Mecánico,Alta,
402816,2026-11,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,15.3,15.2,415.5,439.2,11,0,0,Eléctrico,Alta,
402817,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,26.9,32.7,2532.2,1946.3,10,0,0,Eléctrico,Alta,
402818,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,22.1,34.9,1576.8,1567.0,5,0,0,Instrumentación,Media,
402819,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,21.8,21.9,793.7,803.2,9,0,0,Instrumentación,Alta,
402820,2026-11,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,14.3,13.3,542.8,529.5,10,0,0,Instrumentación,Baja,
402821,2026-11,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,26.0,24.0,713.6,622.0,5,0,0,Mecánico,Alta,
402822,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,14.4,14.1,530.5,522.7,5,0,0,Mecánico,Baja,
402823,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Emergencia,PM05,Cerrada,8.0,9.3,632.7,495.6,11,0,0,Instrumentación,Media,
402824,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,3.7,3.9,117.8,120.0,9,0,0,Mecánico,Alta,
402825,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,25.8,33.1,1491.5,1194.4,9,0,0,Mecánico,Media,
402826,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,18.1,19.4,606.2,617.6,1,0,0,Eléctrico,Media,
402827,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Mejora,PM04,Cerrada,23.9,22.2,1040.2,931.4,9,0,0,Servicios,Media,
402828,2026-11,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Abierta,3.0,0.3,100.4,13.6,,7,16,Eléctrico,Alta,
402829,2026-11,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,15.6,16.8,696.1,690.3,10,0,0,Eléctrico,Alta,
402830,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,30.7,40.0,2016.0,1716.0,10,0,0,Servicios,Media,
402831,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,21.6,21.1,722.3,713.1,1,0,0,Eléctrico,Media,
402832,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,29.5,60.4,2435.5,3308.0,2,0,4,Mecánico,Baja,
402833,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Abierta,12.3,2.4,367.4,30.6,,0,0,Instrumentación,Baja,
402834,2026-11,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,19.8,19.5,515.0,471.5,6,0,0,Eléctrico,Baja,
402835,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,8.3,8.3,500.3,473.7,6,3,16,Eléctrico,Media,
402836,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Abierta,20.1,6.1,1818.1,368.0,,15,0,Mecánico,Alta,
402837,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,23.2,49.4,1962.6,2788.6,3,0,2,Eléctrico,Baja,
402838,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Abierta,25.4,1.8,807.7,215.8,,16,0,Eléctrico,Media,
402839,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,18.5,18.0,1029.3,986.8,5,0,0,Mecánico,Media,
402840,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,15.1,16.4,631.4,659.9,4,0,1,Eléctrico,Alta,
402841,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,22.5,21.3,726.6,655.5,11,0,0,Mecánico,Alta,
402842,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,14.2,14.9,605.4,687.7,9,0,0,Eléctrico,Baja,
402843,2026-11,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM03,Abierta,21.0,3.4,701.1,333.9,,19,16,Eléctrico,Media,
402844,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,11.9,12.7,460.1,500.5,3,0,0,Servicios,Baja,
402845,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,27.0,47.6,1814.8,2011.7,2,0,0,Mecánico,Alta,
402846,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,7.0,6.5,218.4,202.4,3,0,0,Eléctrico,Alta,
402847,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,13.5,14.1,663.2,706.3,5,0,0,Mecánico,Baja,
402848,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,21.3,23.7,1036.4,1103.4,1,0,0,Instrumentación,Baja,
402849,2026-11,Envasado,Línea 3,EQ-0470,Paletizador,B,Predictivo,PM06,Abierta,5.1,2.1,240.8,1.5,,10,0,Instrumentación,Baja,
402850,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,18.4,18.3,597.5,616.1,2,0,0,Mecánico,Baja,
402851,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,17.5,17.5,646.8,633.8,0,0,1,Eléctrico,Alta,
402852,2026-11,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,22.4,22.5,1092.8,1049.8,10,0,0,Instrumentación,Media,
402853,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Abierta,22.2,0.0,830.9,62.2,,21,2,Instrumentación,Media,
402854,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,4.6,4.3,143.9,145.4,9,0,0,Mecánico,Alta,
402855,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Emergencia,PM05,Cerrada,14.8,23.6,776.9,783.0,9,0,0,Mecánico,Media,
402856,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,23.3,22.5,951.4,894.0,1,0,0,Mecánico,Alta,
402857,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,8.7,8.3,370.3,363.6,5,0,0,Mecánico,Media,
402858,2026-11,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,18.0,19.7,462.2,536.2,2,0,0,Eléctrico,Alta,
402859,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,21.2,23.0,845.8,916.5,11,0,0,Servicios,Media,
402860,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,19.5,18.2,555.6,493.5,3,0,0,Mecánico,Baja,
402861,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,16.4,16.2,492.4,501.4,7,0,0,Mecánico,Media,
402862,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,9.9,20.8,911.3,1258.6,7,0,0,Eléctrico,Media,
402863,2026-11,Servicios,N/A,EQ-0211,Chiller 1,A,Mejora,PM04,Cerrada,25.7,26.1,1556.9,1688.7,8,0,0,Eléctrico,Media,
402864,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,27.3,53.1,1540.2,2111.8,8,0,0,Instrumentación,Baja,
402865,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,22.9,23.3,889.1,834.4,2,0,0,Eléctrico,Media,
402866,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,23.0,25.2,786.1,848.3,6,0,0,Mecánico,Baja,
402867,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,5.3,5.4,258.0,282.5,9,0,4,Instrumentación,Media,
402868,2026-11,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,16.7,18.1,680.1,721.4,1,0,0,Eléctrico,Alta,
402869,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,17.2,17.2,897.6,872.9,9,0,0,Eléctrico,Baja,
402870,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,15.9,15.9,830.9,836.3,5,0,0,Eléctrico,Baja,
402871,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,24.1,23.6,966.1,925.1,9,0,2,Mecánico,Media,
402872,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,23.8,24.8,751.9,793.0,1,5,0,Mecánico,Alta,
402873,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,23.4,40.7,1675.0,1902.9,6,0,2,Servicios,Media,
402874,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM03,Cerrada,3.9,3.9,189.9,177.9,4,0,0,Mecánico,Baja,
402875,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,23.3,23.3,836.1,866.3,9,0,0,Instrumentación,Media,
402876,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,17.5,18.0,921.8,969.3,1,0,0,Mecánico,Alta,
402877,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM03,Cerrada,9.8,10.2,442.7,423.9,4,0,0,Mecánico,Alta,
402878,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,25.4,49.6,1315.2,1849.6,2,0,0,Mecánico,Alta,
402879,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,23.9,30.1,1521.1,1191.3,4,10,0,Mecánico,Baja,
402880,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM03,Cerrada,20.3,20.2,799.1,778.2,9,0,0,Instrumentación,Media,
402881,2026-11,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,17.6,31.5,1151.6,1441.9,10,0,0,Mecánico,Baja,
402882,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,7.9,8.3,317.3,324.8,6,0,0,Mecánico,Baja,
402883,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,6.8,6.7,164.7,155.0,10,0,2,Eléctrico,Baja,
402884,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,6.8,6.7,400.7,387.4,4,8,16,Mecánico,Media,
402885,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,19.4,31.9,1082.3,1104.5,6,0,0,Mecánico,Baja,
402886,2026-11,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,7.7,7.3,335.0,294.8,10,0,4,Mecánico,Alta,
402887,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,3.0,3.3,88.9,105.6,4,0,0,Eléctrico,Media,
402888,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Mejora,PM04,Cerrada,18.1,16.8,559.3,529.1,5,0,0,Instrumentación,Media,
402889,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,10.8,10.5,423.0,441.8,10,0,0,Mecánico,Media,
402890,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,23.7,23.7,1038.5,1014.7,2,0,0,Instrumentación,Alta,
402891,2026-11,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,7.7,8.2,187.1,189.8,10,0,0,Mecánico,Media,
402892,2026-11,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Correctivo,PM01,Cerrada,9.6,18.6,863.3,1051.1,10,0,0,Eléctrico,Media,
402893,2026-11,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,7.5,7.6,274.4,268.8,9,0,0,Eléctrico,Media,
402894,2026-11,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Abierta,3.8,0.1,121.4,48.8,,0,0,Instrumentación,Baja,
402895,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,24.7,23.7,849.7,839.8,3,0,0,Eléctrico,Baja,
402896,2026-11,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,11.0,11.2,309.6,303.5,9,0,0,Mecánico,Media,
402897,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,10.0,10.0,404.3,434.4,8,0,0,Mecánico,Baja,
402898,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,7.1,7.5,323.2,336.4,6,0,0,Mecánico,Media,
402899,2026-11,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,25.7,26.1,759.0,791.7,9,0,0,Mecánico,Alta,
402900,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,2.1,2.3,77.4,80.7,5,0,4,Mecánico,Alta,
402901,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,2.5,2.4,117.0,107.1,5,0,0,Mecánico,Baja,
402902,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,21.0,20.3,966.5,966.2,7,0,0,Servicios,Media,
402903,2026-11,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Mejora,PM04,Cerrada,15.2,15.3,539.3,570.1,7,0,0,Eléctrico,Media,
402904,2026-11,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,11.8,11.5,534.6,495.3,2,0,2,Mecánico,Alta,
402905,2026-11,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Mejora,PM04,Cerrada,10.1,10.8,279.3,277.1,6,0,0,Eléctrico,Media,
402906,2026-11,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,11.1,10.8,261.0,244.4,8,0,4,Mecánico,Alta,
402907,2026-12,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,16.8,18.0,607.6,691.6,3,0,0,Eléctrico,Baja,
402908,2026-12,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,16.4,16.6,758.5,816.1,10,0,0,Eléctrico,Media,
402909,2026-12,Servicios,N/A,EQ-0202,Caldera 2,B,Mejora,PM04,Cerrada,7.2,7.4,344.9,374.9,1,0,0,Mecánico,Media,
402910,2026-12,Proceso,Línea 1,EQ-0310,Reactor P1,A,Predictivo,PM06,Cerrada,20.7,19.6,642.4,644.3,3,7,0,Mecánico,Alta,
402911,2026-12,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,7.9,8.0,251.4,275.7,7,0,0,Mecánico,Alta,
402912,2026-12,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,11.7,12.9,559.0,650.7,2,0,0,Mecánico,Media,
402913,2026-12,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,28.6,51.8,1719.9,1986.8,10,0,0,Mecánico,Media,
402914,2026-12,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,4.7,5.0,237.1,252.9,10,0,0,Mecánico,Baja,
402915,2026-12,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,10.1,10.9,432.5,491.5,1,0,0,Instrumentación,Alta,
402916,2026-12,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,14.8,16.3,906.9,982.7,1,0,0,Instrumentación,Baja,
402917,2026-12,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,11.3,11.0,381.7,374.5,1,0,0,Mecánico,Alta,
402918,2026-12,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,12.4,23.0,430.7,489.9,9,0,0,Servicios,Alta,
402919,2026-12,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Mejora,PM04,Cerrada,13.6,12.8,357.3,351.4,3,0,0,Servicios,Baja,
402920,2026-12,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,26.0,27.2,559.3,602.3,1,0,0,Mecánico,Baja,
402921,2026-12,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,18.7,18.9,631.4,601.3,7,0,0,Servicios,Media,
402922,2026-12,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Mejora,PM04,Cerrada,18.5,18.9,746.1,776.9,8,0,1,Eléctrico,Media,
402923,2026-12,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,7.8,8.0,478.3,473.3,8,0,0,Mecánico,Media,
402924,2026-12,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,20.3,21.0,700.8,695.2,11,0,0,Eléctrico,Alta,
402925,2026-12,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Predictivo,PM06,Cerrada,6.3,6.3,132.4,134.5,9,0,0,Eléctrico,Alta,
402926,2026-12,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,20.0,20.6,541.4,571.3,0,0,1,Instrumentación,Baja,
402927,2026-12,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,7.4,7.3,315.0,311.3,4,0,0,Mecánico,Media,
402928,2026-12,Envasado,Línea 3,EQ-0470,Paletizador,B,Mejora,PM04,Cerrada,18.4,17.1,594.4,549.0,3,0,0,Servicios,Media,
402929,2026-12,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,24.3,23.0,846.9,797.2,1,0,0,Mecánico,Media,
402930,2026-12,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Mejora,PM04,Cerrada,19.5,21.6,936.0,1040.6,11,0,0,Instrumentación,Media,
402931,2026-12,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Cerrada,24.7,46.5,1340.0,1735.1,5,0,0,Eléctrico,Alta,
402932,2026-12,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM03,Cerrada,24.4,22.6,1360.4,1287.0,3,0,0,Instrumentación,Media,
402933,2026-12,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,12.0,13.4,617.4,728.6,5,0,0,Servicios,Alta,
402934,2026-12,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,12.1,12.5,512.3,501.3,7,0,0,Eléctrico,Alta,
402935,2026-12,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,15.2,14.2,468.1,445.0,2,0,0,Mecánico,Alta,
402936,2026-12,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,6.9,9.0,377.0,347.7,6,0,0,Eléctrico,Baja,
402937,2026-12,Envasado,Línea 3,EQ-0470,Paletizador,B,Predictivo,PM06,Cerrada,25.0,26.0,625.8,604.7,11,0,0,Mecánico,Baja,
402938,2026-12,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Mejora,PM04,Cerrada,21.4,20.0,567.6,562.8,8,0,2,Mecánico,Media,
402939,2026-12,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,19.5,21.6,572.1,638.0,1,0,0,Instrumentación,Media,
402940,2026-12,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,8.9,9.1,307.0,298.7,11,0,0,Eléctrico,Media,
402941,2026-12,Envasado,Línea 3,EQ-0470,Paletizador,B,Mejora,PM04,Cerrada,4.4,4.2,188.8,180.9,5,0,0,Mecánico,Alta,
402942,2026-12,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,9.6,16.8,677.2,735.8,10,0,0,Mecánico,Baja,
402943,2026-12,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,16.5,16.7,695.5,691.6,10,0,0,Instrumentación,Media,
402944,2026-12,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM03,Cerrada,14.4,14.9,440.2,445.0,0,0,2,Eléctrico,Media,
402945,2026-12,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM03,Cerrada,13.2,14.4,552.7,640.9,1,0,0,Mecánico,Alta,
402946,2026-12,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Abierta,16.1,7.0,613.6,216.0,,24,16,Mecánico,Media,
402947,2026-12,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM03,Cerrada,15.2,14.4,411.9,395.3,3,0,0,Mecánico,Alta,
402948,2026-12,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM03,Cerrada,10.4,10.4,511.0,540.3,2,0,0,Eléctrico,Media,
402949,2026-12,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,10.5,10.4,349.9,322.0,3,0,0,Mecánico,Baja,
402950,2026-12,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,12.9,13.5,472.4,507.3,5,0,0,Eléctrico,Media,
402951,2026-12,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,3.5,3.5,202.3,216.1,2,0,0,Eléctrico,Baja,
402952,2026-12,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,21.3,20.5,1359.7,1308.3,2,0,2,Mecánico,Baja,
402953,2026-12,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Predictivo,PM06,Cerrada,14.4,15.1,443.5,453.5,11,0,0,Eléctrico,Alta,
402954,2026-12,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,7.3,7.7,313.8,342.2,6,0,0,Mecánico,Alta,
402955,2026-12,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,21.6,20.5,655.7,640.2,4,0,0,Instrumentación,Media,
402956,2026-12,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM03,Cerrada,7.5,8.0,263.5,275.9,9,0,0,Servicios,Baja,
